participant_id,fase,kanal,n_rep,theta_db,theta_se,mu_db,mu_se,beta_db,beta_se,otot_db,otot_se,theta_m2b_db,theta_m2b_se,mu_m2b_db,mu_m2b_se,beta_m2b_db,beta_m2b_se,gerakan,lolos_R2
P31,Gerak,P3,2,-1.063,0.919,1.712,1.682,-3.442,2.118,-3.218,3.13,-0.406,1.97,2.369,0.632,-2.785,1.068,Agem Kanan,False
P31,Gerak,P4,1,0.005,,8.804,,-0.214,,-0.978,,-3.806,,4.994,,-4.024,,Agem Kanan,False
P31,Gerak,T3,3,3.117,2.12,-1.304,1.512,-0.515,0.418,0.624,0.259,2.168,1.591,-2.253,2.022,-1.464,0.15,Agem Kanan,True
P31,Gerak,T4,4,9.763,2.254,10.521,1.647,8.422,0.63,6.908,1.489,0.029,0.745,0.787,0.415,-1.312,1.004,Agem Kanan,True
P31,Gerak,T5,2,1.281,3.276,-2.353,4.644,-3.068,1.562,-3.424,1.86,2.339,0.076,-1.295,1.444,-2.01,1.638,Agem Kanan,False
P31,Gerak,T6,2,9.286,1.229,7.239,0.581,5.832,1.713,6.283,0.681,1.595,1.323,-0.452,0.487,-1.859,1.618,Agem Kanan,False
P31,Naik,C3,3,4.058,1.608,1.173,0.585,1.56,2.34,1.961,2.529,1.313,0.959,-1.572,1.057,-1.185,1.88,Agem Kanan,True
P31,Naik,C4,3,2.542,2.788,-2.219,2.171,-0.853,2.657,-1.403,2.254,2.493,0.615,-2.267,1.163,-0.901,0.153,Agem Kanan,True
P31,Naik,F3,3,7.761,2.439,6.329,1.354,2.99,1.905,2.413,1.788,1.364,1.036,-0.068,0.097,-3.407,3.091,Agem Kanan,True
P31,Naik,F4,2,4.711,4.52,3.106,0.714,4.844,4.372,2.374,4.173,0.114,1.047,-1.492,2.759,0.246,0.899,Agem Kanan,False
P31,Naik,F7,4,0.392,2.514,1.695,4.277,-0.434,3.245,-1.13,2.305,-0.492,1.38,0.811,0.823,-1.318,0.806,Agem Kanan,True
P31,Naik,F8,1,0.037,,-3.287,,0.007,,0.373,,0.938,,-2.386,,0.909,,Agem Kanan,False
P31,Naik,Fp1,3,-5.77,1.607,-7.349,1.302,-6.527,2.013,-7.001,1.766,0.609,1.195,-0.97,0.827,-0.148,0.613,Agem Kanan,True
P31,Naik,Fp2,2,10.759,2.862,12.362,0.574,8.935,0.118,8.608,1.506,0.055,1.645,1.658,0.643,-1.769,1.099,Agem Kanan,False
P31,Naik,O1,2,-3.4,1.628,-3.283,1.526,-1.973,1.088,-2.358,0.254,-0.854,2.146,-0.737,1.009,0.572,0.57,Agem Kanan,False
P31,Naik,O2,3,3.236,0.902,0.911,2.06,1.712,1.951,2.112,1.358,1.121,0.617,-1.204,0.932,-0.403,0.602,Agem Kanan,True
P31,Naik,P3,2,1.635,0.034,-4.341,2.925,-2.36,0.493,-2.091,0.67,2.605,0.571,-3.371,2.388,-1.39,0.044,Agem Kanan,False
P31,Naik,P4,3,7.835,0.979,9.202,3.192,6.335,2.452,2.688,3.637,-0.201,0.993,1.166,1.309,-1.702,0.569,Agem Kanan,True
P31,Naik,T3,3,5.195,2.523,2.536,3.821,2.048,3.498,2.599,3.504,1.553,2.015,-1.107,1.515,-1.594,0.536,Agem Kanan,True
P31,Naik,T4,3,9.424,2.061,7.721,1.356,6.864,0.96,6.542,0.674,1.167,0.756,-0.536,0.893,-1.392,0.542,Agem Kanan,True
P31,Naik,T5,1,-5.36,,-4.782,,-0.505,,-1.562,,-2.586,,-2.009,,2.269,,Agem Kanan,False
P31,Naik,T6,2,10.452,2.429,8.255,4.651,7.042,3.797,6.959,3.741,1.703,1.015,-0.494,1.208,-1.707,0.354,Agem Kanan,False
P31,Pasca-Naik,C3,2,5.344,1.969,0.468,0.567,1.343,0.636,1.388,0.093,2.547,0.649,-2.329,0.752,-1.454,0.683,Agem Kanan,False
P31,Pasca-Naik,C4,2,4.581,5.151,3.209,3.718,1.283,2.347,0.936,2.95,1.485,1.322,0.112,0.111,-1.813,1.482,Agem Kanan,False
P31,Pasca-Naik,F3,2,1.034,1.964,-1.231,3.354,-1.146,2.488,-1.586,2.19,1.383,0.52,-0.883,0.87,-0.797,0.004,Agem Kanan,False
P31,Pasca-Naik,F4,1,8.436,,4.303,,4.243,,6.45,,2.59,,-1.544,,-1.604,,Agem Kanan,False
P31,Pasca-Naik,F7,1,5.163,,2.28,,4.441,,3.513,,1.044,,-1.838,,0.322,,Agem Kanan,False
P31,Pasca-Naik,Fp1,3,1.432,1.101,-0.532,1.248,0.851,1.075,0.703,1.711,0.689,0.278,-1.275,1.29,0.109,0.399,Agem Kanan,True
P31,Pasca-Naik,Fp2,1,13.798,,14.946,,14.963,,16.381,,-0.851,,0.298,,0.314,,Agem Kanan,False
P31,Pasca-Naik,O1,1,3.373,,-1.679,,-3.047,,-2.401,,3.302,,-1.75,,-3.118,,Agem Kanan,False
P31,Pasca-Naik,O2,1,12.414,,6.287,,8.573,,10.258,,2.703,,-3.425,,-1.138,,Agem Kanan,False
P31,Pasca-Naik,P3,2,0.588,1.277,-0.338,3.018,-1.349,2.403,-1.687,2.767,0.985,0.879,0.059,0.862,-0.952,0.247,Agem Kanan,False
P31,Pasca-Naik,T3,2,3.219,1.029,0.402,4.159,0.097,0.411,0.269,0.392,1.696,0.387,-1.121,2.743,-1.426,1.827,Agem Kanan,False
P31,Pasca-Naik,T4,3,10.066,1.756,6.984,1.334,8.593,0.401,9.249,1.348,1.041,0.909,-2.04,0.5,-0.432,1.048,Agem Kanan,True
P31,Pasca-Naik,T5,1,4.937,,2.495,,1.284,,0.899,,1.968,,-0.474,,-1.685,,Agem Kanan,False
P31,Pasca-Naik,T6,1,8.109,,7.358,,8.558,,6.782,,0.031,,-0.72,,0.48,,Agem Kanan,False
P31,Pra-Gerak,C3,4,2.457,1.696,-1.263,2.106,-0.154,1.811,0.017,1.783,1.839,0.309,-1.881,0.667,-0.772,0.405,Agem Kanan,True
P31,Pra-Gerak,C4,4,2.505,2.184,-3.208,1.809,-1.597,1.317,-0.749,1.266,2.921,0.585,-2.791,0.196,-1.181,0.758,Agem Kanan,True
P31,Pra-Gerak,F3,2,-5.449,0.641,-6.659,0.863,-5.547,1.309,-4.858,0.905,0.228,0.739,-0.982,0.961,0.13,1.211,Agem Kanan,False
P31,Pra-Gerak,F4,3,1.227,3.428,-2.851,2.249,-1.446,2.055,-0.374,2.679,1.915,1.081,-2.163,1.11,-0.758,0.525,Agem Kanan,True
P31,Pra-Gerak,F7,3,2.128,3.237,2.306,2.356,2.912,2.892,1.876,2.551,-0.479,0.957,-0.301,0.459,0.305,0.377,Agem Kanan,True
P31,Pra-Gerak,F8,3,-0.196,0.335,-6.05,1.266,-4.358,0.46,-3.501,0.671,3.0,0.377,-2.854,0.947,-1.162,0.54,Agem Kanan,True
P31,Pra-Gerak,Fp1,2,-1.004,1.173,-1.206,0.256,-1.487,0.208,-1.597,0.044,0.226,0.679,0.024,0.238,-0.258,0.286,Agem Kanan,False
P31,Pra-Gerak,Fp2,3,5.232,3.322,4.473,1.805,3.271,2.286,3.32,2.152,0.87,0.802,0.112,0.795,-1.09,0.301,Agem Kanan,True
P31,Pra-Gerak,O1,2,-2.456,0.015,-4.684,0.484,-2.262,0.846,-2.284,0.009,0.441,0.518,-1.788,0.019,0.634,0.343,Agem Kanan,False
P31,Pra-Gerak,O2,3,1.928,3.177,-0.946,3.957,1.04,2.751,1.586,2.815,1.046,0.282,-1.827,0.834,0.158,0.434,Agem Kanan,True
P31,Pra-Gerak,P3,2,-4.39,2.036,-4.709,0.052,-5.937,1.753,-5.299,2.16,0.613,0.71,0.294,1.378,-0.935,0.427,Agem Kanan,False
P31,Pra-Gerak,P4,3,1.489,4.484,1.508,3.7,2.47,3.208,2.565,3.858,-0.411,0.623,-0.392,0.293,0.57,0.668,Agem Kanan,True
P31,Pra-Gerak,T3,4,-3.03,1.813,-5.659,2.183,-3.942,1.53,-3.566,0.941,1.063,0.262,-1.565,0.662,0.152,0.246,Agem Kanan,True
P31,Pra-Gerak,T4,4,8.954,2.934,4.529,2.349,6.373,2.837,5.484,3.473,1.526,0.738,-2.898,1.747,-1.054,0.86,Agem Kanan,True
P31,Pra-Gerak,T5,4,-1.731,1.5,-4.728,1.422,-2.556,0.702,-2.096,0.606,1.003,0.679,-1.995,0.7,0.178,0.688,Agem Kanan,True
P31,Pra-Gerak,T6,2,6.601,0.888,3.74,0.756,3.416,0.059,4.173,1.355,1.897,0.302,-0.964,0.169,-1.288,0.527,Agem Kanan,False
P31,Tahan,C3,4,1.072,1.931,-1.58,1.822,0.674,1.821,1.057,1.842,0.801,0.354,-1.851,0.357,0.404,0.141,Agem Kanan,True
P31,Tahan,C4,3,5.354,1.083,2.633,0.894,2.108,2.23,2.631,2.468,1.58,1.592,-1.141,0.497,-1.666,1.743,Agem Kanan,True
P31,Tahan,F3,3,2.623,2.768,0.45,2.82,0.592,2.563,1.649,1.905,1.321,0.225,-0.852,0.116,-0.709,0.323,Agem Kanan,True
P31,Tahan,F4,2,5.105,0.61,1.939,0.834,1.572,1.891,1.984,1.668,2.014,1.137,-1.151,0.307,-1.518,1.364,Agem Kanan,False
P31,Tahan,F7,3,-1.874,3.798,-2.943,1.413,-0.756,2.669,-0.241,3.269,-0.446,1.41,-1.515,1.241,0.672,0.49,Agem Kanan,True
P31,Tahan,F8,2,3.789,4.332,-4.105,2.021,-1.469,2.587,-0.845,2.912,3.657,0.804,-4.237,1.507,-1.6,0.941,Agem Kanan,False
P31,Tahan,Fp1,3,-4.697,1.926,-6.059,0.836,-4.608,1.572,-4.051,1.85,0.27,0.495,-1.092,0.785,0.359,0.267,Agem Kanan,True
P31,Tahan,Fp2,3,8.467,1.856,7.186,1.693,4.04,2.258,3.594,2.104,1.836,0.15,0.554,0.277,-2.592,0.358,Agem Kanan,True
P31,Tahan,O2,4,2.893,2.501,2.761,3.801,2.575,2.926,3.12,3.234,-0.25,1.698,-0.382,1.047,-0.568,0.628,Agem Kanan,True
P31,Tahan,P3,3,1.059,2.747,0.787,3.324,-0.102,2.671,0.385,2.014,0.495,0.328,0.224,0.553,-0.666,0.185,Agem Kanan,True
P31,Tahan,P4,2,9.7,2.179,8.616,4.927,6.087,5.561,4.378,5.488,0.783,1.136,-0.302,1.613,-2.83,2.246,Agem Kanan,False
P31,Tahan,T3,3,-1.076,2.914,-3.288,3.658,-2.008,2.786,-0.576,2.569,1.009,0.228,-1.203,0.706,0.077,0.252,Agem Kanan,True
P31,Tahan,T4,2,11.181,2.42,6.046,1.89,4.547,0.49,3.037,0.209,2.792,0.559,-2.343,0.028,-3.842,2.351,Agem Kanan,False
P31,Tahan,T5,1,0.864,,0.166,,-0.183,,1.195,,0.603,,-0.096,,-0.444,,Agem Kanan,False
P31,Tahan,T6,2,10.061,1.63,3.267,2.85,1.035,0.177,0.294,0.695,3.852,0.009,-2.941,1.23,-5.173,1.797,Agem Kanan,False
P32,Berdiri,C3,1,7.515,,3.381,,2.534,,1.76,,2.537,,-1.597,,-2.444,,Agem Kanan,False
P32,Berdiri,C4,3,3.296,1.883,0.505,0.926,2.616,0.7,2.964,0.676,0.763,1.03,-2.027,0.6,0.084,1.277,Agem Kanan,True
P32,Berdiri,F3,1,5.34,,1.455,,2.912,,1.349,,1.821,,-2.063,,-0.607,,Agem Kanan,False
P32,Berdiri,F4,3,4.343,0.523,3.039,1.296,3.585,0.195,4.127,0.313,0.55,0.314,-0.754,0.724,-0.208,0.496,Agem Kanan,True
P32,Berdiri,F7,1,1.357,,-0.295,,1.626,,1.763,,0.294,,-1.358,,0.563,,Agem Kanan,False
P32,Berdiri,F8,1,0.459,,-3.098,,-0.741,,0.19,,1.495,,-2.062,,0.295,,Agem Kanan,False
P32,Berdiri,Fp2,1,3.153,,2.422,,3.051,,3.005,,0.303,,-0.428,,0.201,,Agem Kanan,False
P32,Berdiri,O1,3,1.379,2.77,0.352,1.536,-1.016,1.614,-1.306,1.715,1.022,1.054,-0.005,0.912,-1.373,0.589,Agem Kanan,True
P32,Berdiri,O2,3,5.54,1.06,6.512,0.867,7.281,0.961,6.794,1.465,-0.873,0.197,0.098,0.28,0.867,0.339,Agem Kanan,True
P32,Berdiri,P3,1,5.459,,1.982,,1.116,,1.029,,2.191,,-1.285,,-2.151,,Agem Kanan,False
P32,Berdiri,P4,2,3.386,0.496,3.241,0.362,4.501,0.397,4.443,0.492,-0.443,0.651,-0.588,0.208,0.672,0.242,Agem Kanan,False
P32,Berdiri,T3,2,4.243,2.679,2.088,2.364,1.054,1.438,0.85,2.083,1.763,0.464,-0.392,0.149,-1.426,0.777,Agem Kanan,False
P32,Berdiri,T4,2,4.332,0.304,4.579,0.304,5.275,0.363,5.062,0.205,-0.374,0.387,-0.127,0.221,0.569,0.28,Agem Kanan,False
P32,Berdiri,T5,3,1.999,3.251,0.854,2.484,0.812,2.42,-0.201,1.805,0.573,1.09,-0.572,0.656,-0.614,0.834,Agem Kanan,True
P32,Berdiri,T6,3,4.205,1.609,2.723,2.118,4.269,0.999,4.4,1.119,0.297,0.603,-1.185,0.852,0.362,0.465,Agem Kanan,True
P32,Gerak,C3,1,7.05,,1.68,,2.837,,1.992,,2.595,,-2.774,,-1.618,,Agem Kanan,False
P32,Gerak,C4,1,4.298,,2.819,,4.746,,4.462,,0.269,,-1.21,,0.717,,Agem Kanan,False
P32,Gerak,F3,1,-4.694,,-2.19,,0.486,,1.39,,-3.19,,-0.686,,1.991,,Agem Kanan,False
P32,Gerak,F4,3,3.875,2.258,6.4,1.829,5.268,0.398,4.224,0.606,-1.764,1.923,0.761,1.263,-0.371,1.042,Agem Kanan,True
P32,Gerak,F8,2,0.368,3.426,3.667,1.488,1.449,0.556,-0.126,0.915,-2.005,2.19,1.294,0.253,-0.924,1.791,Agem Kanan,False
P32,Gerak,O1,3,4.926,1.251,2.202,3.072,-0.25,0.856,-2.51,1.21,2.179,0.542,-0.546,1.709,-2.997,1.136,Agem Kanan,True
P32,Gerak,P3,1,2.282,,4.03,,0.077,,-0.366,,0.115,,1.863,,-2.091,,Agem Kanan,False
P32,Gerak,P4,1,2.352,,-3.229,,1.502,,3.706,,1.479,,-4.101,,0.629,,Agem Kanan,False
P32,Gerak,T3,2,4.79,2.424,2.846,2.271,-2.083,2.043,-4.205,1.048,2.573,0.149,0.63,0.004,-4.3,0.232,Agem Kanan,False
P32,Gerak,T5,2,0.273,0.775,-1.972,3.489,-0.622,1.587,0.143,1.987,0.597,1.777,-1.648,2.487,-0.298,0.585,Agem Kanan,False
P32,Naik,C3,2,4.237,1.294,3.674,0.276,4.354,1.459,4.347,1.095,0.118,0.217,-0.445,0.801,0.235,0.382,Agem Kanan,False
P32,Naik,C4,3,5.53,1.044,0.727,1.644,2.101,0.811,2.57,0.987,2.343,0.027,-2.46,0.574,-1.086,0.276,Agem Kanan,True
P32,Naik,F3,3,8.152,3.903,5.903,2.566,6.467,1.458,6.622,1.271,0.868,1.466,-1.38,0.095,-0.816,1.332,Agem Kanan,True
P32,Naik,F4,2,2.437,0.503,2.739,1.266,4.074,1.042,5.052,0.28,-0.773,1.085,-0.471,0.684,0.863,0.46,Agem Kanan,False
P32,Naik,F7,2,7.39,3.082,4.538,0.926,2.043,0.307,-0.226,2.307,2.053,1.173,-0.799,0.983,-3.294,2.216,Agem Kanan,False
P32,Naik,F8,1,0.356,,5.281,,3.172,,0.449,,-3.192,,1.733,,-0.376,,Agem Kanan,False
P32,Naik,Fp2,2,1.411,0.578,-0.421,4.789,2.09,0.283,2.139,0.943,-0.243,0.813,-2.075,3.399,0.436,1.107,Agem Kanan,False
P32,Naik,O1,1,-3.98,,-0.182,,2.681,,3.663,,-4.696,,-0.899,,1.965,,Agem Kanan,False
P32,Naik,O2,3,7.422,2.093,6.05,0.631,6.046,1.475,5.281,1.722,0.677,0.477,-0.695,1.001,-0.699,0.158,Agem Kanan,True
P32,Naik,P3,2,5.597,1.295,2.93,0.719,1.759,1.199,2.046,1.075,1.827,0.446,-0.84,1.568,-2.011,0.35,Agem Kanan,False
P32,Naik,P4,4,2.528,0.816,2.882,1.21,2.522,1.547,-0.162,1.274,-0.321,0.526,0.032,1.013,-0.327,0.915,Agem Kanan,True
P32,Naik,T3,4,6.244,0.582,4.578,1.545,3.61,1.709,3.951,1.686,1.004,0.727,-0.663,1.565,-1.631,1.27,Agem Kanan,True
P32,Naik,T4,2,5.902,2.026,2.545,1.193,1.993,0.14,2.474,0.682,1.643,0.52,-1.714,0.313,-2.266,1.366,Agem Kanan,False
P32,Naik,T5,3,7.198,1.471,6.422,0.621,4.756,1.728,3.432,1.269,0.79,1.451,0.014,0.87,-1.652,1.552,Agem Kanan,True
P32,Naik,T6,3,7.008,3.456,1.438,0.483,1.782,1.08,3.233,2.045,2.392,1.148,-3.178,2.059,-2.834,1.415,Agem Kanan,True
P32,Pasca-Naik,C3,2,11.521,0.794,7.821,1.124,8.082,0.003,6.167,0.851,2.038,0.617,-1.663,1.301,-1.401,0.173,Agem Kanan,False
P32,Pasca-Naik,C4,2,7.943,1.776,2.582,0.281,6.204,0.067,5.283,1.015,1.805,0.954,-3.556,1.104,0.066,0.755,Agem Kanan,False
P32,Pasca-Naik,F3,2,9.158,0.754,7.173,2.882,6.284,2.094,5.366,3.248,1.227,1.77,-0.758,1.866,-1.647,1.078,Agem Kanan,False
P32,Pasca-Naik,F4,1,10.231,,7.07,,7.595,,10.086,,1.574,,-1.587,,-1.062,,Agem Kanan,False
P32,Pasca-Naik,F8,1,7.67,,1.558,,6.551,,8.225,,1.86,,-4.252,,0.741,,Agem Kanan,False
P32,Pasca-Naik,Fp2,1,4.037,,1.896,,-1.116,,-0.478,,2.255,,0.114,,-2.898,,Agem Kanan,False
P32,Pasca-Naik,O1,1,4.654,,3.547,,2.976,,3.418,,0.963,,-0.145,,-0.716,,Agem Kanan,False
P32,Pasca-Naik,O2,2,8.928,0.132,9.749,0.31,10.962,1.139,11.003,1.114,-1.004,0.638,-0.183,0.196,1.03,0.633,Agem Kanan,False
P32,Pasca-Naik,P4,2,8.267,1.099,3.01,0.503,3.249,0.022,4.392,0.304,2.779,0.354,-2.478,0.242,-2.239,0.768,Agem Kanan,False
P32,Pasca-Naik,T4,1,7.132,,5.568,,8.54,,6.951,,-0.118,,-1.682,,1.29,,Agem Kanan,False
P32,Pasca-Naik,T5,1,9.305,,6.975,,2.841,,2.151,,2.538,,0.208,,-3.926,,Agem Kanan,False
P32,Pra-Gerak,C3,2,2.254,3.968,-1.167,3.88,-1.09,3.573,-1.366,2.834,1.975,0.12,-1.447,0.032,-1.37,0.275,Agem Kanan,False
P32,Pra-Gerak,C4,2,4.687,2.095,0.165,1.747,3.68,1.206,4.322,1.414,1.172,1.456,-3.351,1.107,0.164,1.845,Agem Kanan,False
P32,Pra-Gerak,F3,1,7.332,,5.191,,2.67,,3.276,,2.011,,-0.131,,-2.651,,Agem Kanan,False
P32,Pra-Gerak,F4,4,1.494,2.134,0.739,1.468,0.751,1.8,1.163,2.167,0.246,0.623,-0.508,0.863,-0.496,0.749,Agem Kanan,True
P32,Pra-Gerak,F8,2,-3.431,2.048,-4.923,0.364,-5.938,2.086,-5.523,3.04,1.153,0.822,-0.34,1.59,-1.354,0.86,Agem Kanan,False
P32,Pra-Gerak,Fp1,2,-4.031,0.549,-5.919,3.115,-5.643,1.289,-5.901,1.112,1.028,0.91,-0.861,1.656,-0.584,0.171,Agem Kanan,False
P32,Pra-Gerak,Fp2,2,1.6,0.654,1.245,0.676,3.079,0.879,4.236,0.785,-0.551,0.125,-0.906,0.102,0.928,0.1,Agem Kanan,False
P32,Pra-Gerak,O1,4,0.438,2.068,1.85,2.674,-0.679,1.553,-2.494,1.827,-0.027,0.18,1.385,0.671,-1.144,0.65,Agem Kanan,True
P32,Pra-Gerak,O2,1,9.089,,3.79,,6.18,,7.564,,1.816,,-3.483,,-1.093,,Agem Kanan,False
P32,Pra-Gerak,P3,2,0.595,2.876,-0.233,2.958,-2.214,1.972,-2.701,1.366,1.165,0.219,0.337,0.301,-1.644,0.685,Agem Kanan,False
P32,Pra-Gerak,P4,2,2.547,0.004,1.152,3.071,5.177,0.415,5.04,0.004,-1.105,0.813,-2.5,2.254,1.525,0.402,Agem Kanan,False
P32,Pra-Gerak,T3,1,3.484,,2.721,,-0.053,,0.694,,1.496,,0.733,,-2.041,,Agem Kanan,False
P32,Pra-Gerak,T4,1,10.65,,3.54,,9.312,,8.822,,1.539,,-5.571,,0.201,,Agem Kanan,False
P32,Pra-Gerak,T5,2,-3.468,0.212,-2.762,2.956,-4.427,1.417,-4.838,1.281,0.046,1.542,0.752,1.626,-0.913,0.087,Agem Kanan,False
P32,Pra-Gerak,T6,1,9.233,,0.951,,1.269,,1.968,,3.598,,-4.685,,-4.366,,Agem Kanan,False
P32,Tahan,C3,2,8.32,3.867,3.617,2.781,2.72,1.52,1.895,1.883,2.702,0.673,-2.002,0.413,-2.898,1.674,Agem Kanan,False
P32,Tahan,C4,1,4.346,,4.281,,4.29,,4.413,,0.008,,-0.058,,-0.048,,Agem Kanan,False
P32,Tahan,F7,2,4.604,2.049,2.232,4.016,4.421,1.61,4.141,0.729,0.547,0.177,-1.825,1.79,0.365,0.616,Agem Kanan,False
P32,Tahan,Fp2,2,2.816,0.107,2.685,2.008,1.315,0.897,1.004,1.124,0.501,1.112,0.37,1.003,-1.001,0.108,Agem Kanan,False
P32,Tahan,O1,2,6.874,3.002,5.091,0.832,1.149,0.884,0.299,0.922,2.021,1.383,0.238,0.786,-3.703,2.502,Agem Kanan,False
P32,Tahan,O2,1,3.294,,4.775,,7.436,,7.061,,-2.065,,-0.585,,2.076,,Agem Kanan,False
P32,Tahan,P3,2,4.719,2.886,2.733,2.231,1.017,1.966,1.035,1.086,1.689,0.406,-0.297,0.249,-2.012,0.514,Agem Kanan,False
P32,Tahan,P4,2,3.959,0.585,1.388,0.175,4.042,0.921,2.759,1.003,0.567,0.006,-2.004,0.754,0.65,0.342,Agem Kanan,False
P32,Tahan,T3,3,7.488,1.421,3.727,1.493,3.685,0.745,3.26,0.677,2.153,1.097,-1.607,1.25,-1.65,0.552,Agem Kanan,True
P32,Tahan,T4,2,4.113,0.25,3.086,1.721,5.514,0.02,6.349,2.049,-0.341,0.267,-1.368,1.204,1.059,0.497,Agem Kanan,False
P32,Tahan,T6,2,1.65,1.972,-0.863,1.972,0.709,0.795,-0.233,0.816,0.968,0.416,-1.545,0.416,0.027,0.761,Agem Kanan,False
P08,Berdiri,C3,4,1.809,1.472,0.464,0.552,0.144,1.183,-1.199,1.531,0.977,0.891,-0.368,0.652,-0.688,0.423,Agem Kiri,True
P08,Berdiri,C4,3,3.266,4.005,4.111,3.838,3.444,2.425,2.428,3.159,-0.516,1.147,0.329,0.632,-0.339,1.19,Agem Kiri,True
P08,Berdiri,F3,3,3.268,0.598,2.496,0.85,1.459,0.55,0.903,0.645,1.015,0.173,0.243,0.256,-0.794,0.093,Agem Kiri,True
P08,Berdiri,F4,4,5.588,2.586,4.477,1.499,3.899,1.212,3.159,1.612,0.51,0.909,-0.602,1.252,-1.179,0.927,Agem Kiri,True
P08,Berdiri,F7,3,5.146,2.002,3.672,2.445,3.29,1.438,3.273,0.952,1.12,0.401,-0.354,0.962,-0.736,0.384,Agem Kiri,True
P08,Berdiri,F8,4,9.016,1.3,6.845,0.718,5.516,0.912,4.723,1.182,1.733,0.647,-0.439,0.537,-1.768,0.659,Agem Kiri,True
P08,Berdiri,Fp1,3,0.504,1.532,2.46,0.619,1.483,0.556,0.6,0.413,-1.214,1.579,0.742,0.542,-0.235,0.533,Agem Kiri,True
P08,Berdiri,Fp2,3,6.481,1.654,2.915,3.604,3.928,1.752,3.816,1.148,1.638,1.045,-1.928,1.919,-0.915,0.512,Agem Kiri,True
P08,Berdiri,O1,3,6.46,0.844,4.966,2.009,4.563,1.254,4.148,1.223,1.07,1.373,-0.424,1.186,-0.827,0.416,Agem Kiri,True
P08,Berdiri,O2,4,4.984,2.166,4.345,2.028,3.986,1.184,2.431,1.659,0.373,0.987,-0.267,0.523,-0.625,0.86,Agem Kiri,True
P08,Berdiri,P3,4,-0.377,1.131,0.586,0.422,0.422,0.785,-0.347,1.021,-0.748,0.924,0.215,0.28,0.051,0.55,Agem Kiri,True
P08,Berdiri,P4,3,5.358,2.33,2.086,2.661,2.364,1.655,1.826,2.093,1.869,0.742,-1.403,0.763,-1.125,0.717,Agem Kiri,True
P08,Berdiri,T3,3,7.316,0.637,6.245,1.905,5.474,1.325,4.799,1.057,0.93,0.874,-0.141,1.01,-0.912,0.34,Agem Kiri,True
P08,Berdiri,T4,4,11.475,1.266,7.178,1.975,4.796,1.093,3.186,0.498,3.148,0.384,-1.149,0.81,-3.531,0.92,Agem Kiri,True
P08,Berdiri,T5,3,1.174,8.59,1.765,4.909,0.347,5.4,0.662,5.474,-0.364,2.534,0.227,1.462,-1.191,0.667,Agem Kiri,True
P08,Berdiri,T6,4,4.042,1.119,1.859,0.93,-0.374,0.896,-0.596,1.027,2.222,0.661,0.039,0.447,-2.193,0.514,Agem Kiri,True
P08,Gerak,C3,2,6.334,0.93,2.229,0.823,-3.032,2.313,-3.07,2.022,3.779,0.894,-0.326,0.858,-5.586,2.348,Agem Kiri,False
P08,Gerak,C4,4,4.789,3.625,4.847,2.13,1.879,1.189,-0.489,1.727,-0.159,2.657,-0.101,1.747,-3.069,0.819,Agem Kiri,True
P08,Gerak,F3,2,4.496,0.663,-1.208,2.431,-2.581,0.429,-3.642,1.484,3.706,0.051,-1.999,1.717,-3.371,1.142,Agem Kiri,False
P08,Gerak,F4,3,7.931,3.388,5.11,1.782,3.768,1.583,2.127,2.145,1.735,0.791,-1.086,0.824,-2.428,1.07,Agem Kiri,True
P08,Gerak,F7,3,5.831,1.403,1.882,2.267,-1.799,0.887,-2.855,1.527,3.158,0.82,-0.792,2.297,-4.473,0.118,Agem Kiri,True
P08,Gerak,F8,4,11.193,0.624,8.677,2.497,3.583,0.966,3.007,0.801,2.458,0.666,-0.058,1.529,-5.152,1.464,Agem Kiri,True
P08,Gerak,Fp1,4,4.862,1.564,0.306,1.174,-2.304,1.331,-2.444,2.117,3.533,0.66,-1.024,2.063,-3.633,0.879,Agem Kiri,True
P08,Gerak,Fp2,3,8.869,0.635,10.722,1.923,5.337,1.333,2.807,2.758,0.584,0.998,2.437,1.032,-2.948,0.497,Agem Kiri,True
P08,Gerak,O1,1,-0.358,,-6.062,,-3.933,,-4.191,,2.826,,-2.878,,-0.749,,Agem Kiri,False
P08,Gerak,O2,2,9.306,3.568,6.542,0.53,-2.655,1.54,-3.115,0.155,3.224,1.047,0.46,1.992,-8.738,0.982,Agem Kiri,False
P08,Gerak,P3,2,2.172,1.856,-0.679,0.308,-4.765,1.51,-4.852,1.385,2.798,0.627,-0.054,1.537,-4.139,0.281,Agem Kiri,False
P08,Gerak,P4,4,7.524,1.928,4.683,1.38,2.704,0.589,0.305,1.479,1.876,1.42,-0.964,2.025,-2.944,0.545,Agem Kiri,True
P08,Gerak,T3,3,7.434,1.67,0.404,3.248,0.09,2.42,-0.57,1.751,3.581,0.47,-3.449,1.351,-3.763,1.084,Agem Kiri,True
P08,Gerak,T4,4,12.888,1.303,8.087,2.088,4.392,0.808,1.833,0.695,3.405,0.399,-1.395,1.689,-5.091,1.38,Agem Kiri,True
P08,Gerak,T5,1,2.658,,2.257,,-1.161,,-0.908,,1.449,,1.048,,-2.37,,Agem Kiri,False
P08,Gerak,T6,3,6.607,1.994,1.392,3.267,-0.429,2.973,-1.834,1.861,3.446,1.026,-1.77,1.467,-3.591,1.098,Agem Kiri,True
