participant_id,gerakan,rep,fase,kanal,M0_absolut_theta,M2_relatif_theta,M3_berdiri_theta,M0_absolut_mu,M2_relatif_mu,M3_berdiri_mu,M0_absolut_beta,M2_relatif_beta,M3_berdiri_beta,otot_db,M1_specparam_theta,M1_specparam_mu,M1_specparam_beta,aperiodik_offset_db,M4_otot_theta,M4_otot_mu,M4_otot_beta
P31,Agem Kanan,1,Tahan,F7,-0.906,1.032,-3.405,-2.902,-0.963,-3.944,-2.364,-0.426,-3.585,-1.719,1.055,0.27,1.883,1.109,0.599,-1.214,-0.696
P31,Agem Kanan,1,Tahan,T3,-5.685,0.183,-8.258,-9.729,-3.861,-7.831,-6.581,-0.714,-5.221,-3.922,0.789,-1.96,2.023,-3.663,-2.25,-5.879,-2.775
P31,Agem Kanan,1,Tahan,Fp2,8.895,3.543,1.302,7.0,1.647,0.754,4.054,-1.298,-0.872,3.374,4.147,2.955,1.473,7.453,5.941,3.688,0.78
P31,Agem Kanan,1,Tahan,F4,5.714,2.74,1.205,1.106,-1.869,-0.203,-0.318,-3.292,-1.455,0.381,4.058,1.211,-0.038,3.621,5.381,0.732,-0.688
P31,Agem Kanan,1,Tahan,C4,7.346,4.156,4.928,0.946,-2.245,1.893,-1.925,-5.116,-1.584,-0.885,6.399,1.408,-0.156,4.921,8.121,1.815,-1.066
P31,Agem Kanan,1,Tahan,O2,2.838,2.321,-2.686,-2.46,-2.978,-5.11,0.386,-0.131,-2.478,2.035,2.951,-1.923,1.395,0.145,1.056,-4.458,-1.589
P31,Agem Kanan,1,Tahan,F8,8.12,4.856,6.237,-2.085,-5.349,0.015,1.118,-2.147,2.516,2.059,7.342,-2.014,1.181,1.414,6.317,-4.106,-0.881
P31,Agem Kanan,1,Tahan,T4,13.601,3.816,3.2,7.935,-1.85,-0.782,4.057,-5.728,-4.926,2.792,7.326,2.424,-0.255,10.135,11.155,5.194,1.346
P31,Agem Kanan,1,Tahan,T6,11.691,3.456,1.639,6.118,-2.117,-0.511,0.859,-7.376,-6.281,-0.428,5.638,2.88,-0.208,13.502,12.066,6.538,1.275
P31,Agem Kanan,2,Berdiri,Fp1,-1.017,1.394,-0.707,-4.029,-1.618,-1.035,-4.244,-1.834,-1.761,-2.923,1.462,-0.65,-0.108,-0.423,1.543,-1.16,-1.408
P31,Agem Kanan,2,Berdiri,F3,-3.291,1.282,-5.246,-7.158,-2.585,-6.416,-5.27,-0.697,-4.681,-4.546,0.67,-1.801,0.78,-2.218,0.691,-2.695,-0.857
P31,Agem Kanan,2,Berdiri,C3,-1.333,0.076,-7.402,-2.794,-1.386,-5.819,-2.018,-0.609,-3.193,-1.511,-0.945,-0.61,0.85,1.205,-0.01,-1.311,-0.551
P31,Agem Kanan,2,Berdiri,P3,-3.638,-0.006,-3.692,-5.15,-1.518,-3.483,-4.195,-0.563,-3.119,-4.018,-0.629,-0.102,1.637,-1.169,-0.119,-1.206,-0.296
P31,Agem Kanan,2,Berdiri,F7,0.182,0.772,-2.317,-0.987,-0.396,-2.029,-0.792,-0.202,-2.013,-0.72,0.783,0.016,0.622,0.805,0.812,-0.28,-0.094
P31,Agem Kanan,2,Berdiri,T3,-0.923,2.852,-3.496,-7.406,-3.63,-5.507,-5.311,-1.535,-3.95,-5.262,1.473,-2.381,-0.685,-5.116,3.685,-2.24,-0.204
P31,Agem Kanan,2,Berdiri,T5,5.334,2.625,3.435,-0.871,-3.581,0.989,-1.121,-3.83,1.0,-0.762,3.831,-0.851,-0.07,3.284,6.001,-0.123,-0.381
P31,Agem Kanan,2,Berdiri,Fp2,7.536,2.801,-0.057,4.434,-0.301,-1.812,5.568,0.833,0.642,4.804,2.281,-0.169,1.3,6.604,3.328,-0.283,0.905
P31,Agem Kanan,2,Berdiri,F4,2.64,1.207,-1.869,0.312,-1.121,-0.996,1.8,0.367,0.664,2.567,0.586,-1.24,-0.037,2.494,0.392,-2.207,-0.691
P31,Agem Kanan,2,Berdiri,C4,1.792,1.187,-0.626,-0.526,-1.132,0.421,-1.041,-1.647,-0.7,-0.367,-0.023,-0.92,-0.633,4.618,2.113,-0.166,-0.685
P31,Agem Kanan,2,Berdiri,P4,6.14,0.935,-1.296,9.122,3.917,1.887,9.574,4.369,3.236,8.996,1.761,2.717,1.104,0.667,-1.739,0.29,0.843
P31,Agem Kanan,2,Berdiri,O2,3.099,0.751,-2.426,4.036,1.688,1.386,2.739,0.392,-0.125,2.124,1.704,2.763,0.507,0.931,1.238,1.95,0.677
P31,Agem Kanan,2,Berdiri,F8,3.386,0.985,1.503,-0.211,-2.611,1.889,-1.034,-3.434,0.365,0.568,2.317,-0.344,-0.916,-0.783,2.888,-0.769,-1.585
P31,Agem Kanan,2,Berdiri,T4,12.465,-0.286,2.065,12.695,-0.057,3.978,11.536,-1.216,2.553,11.104,0.795,1.362,0.782,13.71,2.741,1.794,0.759
P31,Agem Kanan,2,Berdiri,T6,9.757,0.971,-0.296,9.878,1.092,3.249,7.512,-1.273,0.372,5.939,1.916,2.748,0.105,9.164,4.555,4.047,1.748
P31,Agem Kanan,2,Gerak,C3,2.278,-2.028,-3.791,6.024,1.718,2.999,0.99,-3.316,-0.185,1.911,1.233,7.097,4.588,8.121,0.605,4.148,-0.864
P31,Agem Kanan,2,Gerak,F7,6.52,-0.664,4.022,10.871,3.687,9.828,4.623,-2.561,3.403,6.526,1.578,5.601,1.496,4.664,0.805,4.464,-1.711
P31,Agem Kanan,2,Gerak,T3,-1.077,-1.246,-3.65,1.713,1.544,3.611,-1.282,-1.451,0.079,0.291,1.32,6.439,3.976,3.576,-1.333,1.427,-1.565
P31,Agem Kanan,2,Gerak,Fp2,10.242,1.089,2.649,11.466,2.312,5.221,8.928,-0.226,4.002,10.487,-0.125,3.865,2.78,13.899,1.058,1.171,-1.251
P31,Agem Kanan,2,Gerak,O2,6.967,-0.138,1.443,8.926,1.82,6.276,2.514,-4.591,-0.35,4.346,2.608,1.899,1.698,8.672,3.162,4.659,-1.703
P31,Agem Kanan,2,Gerak,T4,6.888,-1.343,-3.512,7.044,-1.187,-1.673,7.433,-0.798,-1.55,9.225,-0.273,0.067,1.598,9.792,-1.191,-2.012,-1.52
P31,Agem Kanan,2,Gerak,T6,8.057,-1.505,-1.995,7.821,-1.742,1.192,7.545,-2.017,0.405,7.021,-0.377,-1.878,-0.3,9.409,1.908,0.928,0.731
P31,Agem Kanan,2,Naik,F3,7.136,-1.129,5.181,6.444,-1.821,7.187,5.667,-2.598,6.256,5.587,-0.469,1.063,1.934,14.548,2.243,0.96,0.245
P31,Agem Kanan,2,Naik,C3,4.89,0.97,-1.178,0.966,-2.954,-2.059,6.093,2.173,4.918,7.012,2.473,-1.817,2.208,2.053,-1.251,-5.918,-0.713
P31,Agem Kanan,2,Naik,F7,7.281,-3.52,4.783,14.434,3.633,13.391,9.075,-1.726,7.855,5.335,-0.552,7.796,1.495,8.554,2.609,9.197,3.898
P31,Agem Kanan,2,Naik,T3,9.824,2.258,7.252,2.98,-4.587,4.878,4.529,-3.037,5.89,5.305,0.941,-1.881,2.805,17.834,5.179,-2.228,-0.619
P31,Agem Kanan,2,Tahan,Fp1,-1.342,1.14,-1.032,-4.387,-1.906,-1.394,-2.09,0.392,0.393,-0.961,1.667,-0.985,1.144,-3.426,-0.5,-3.444,-1.157
P31,Agem Kanan,2,Tahan,F3,4.89,-2.438,2.934,2.349,-4.978,3.092,1.772,-5.556,2.36,2.029,-1.518,-1.156,0.885,12.643,3.112,0.357,-0.198
P31,Agem Kanan,2,Tahan,C3,1.651,-0.538,-4.418,-1.331,-3.519,-4.356,1.402,-0.786,0.227,2.325,-0.405,-2.834,1.579,4.577,-0.385,-3.613,-0.854
P31,Agem Kanan,2,Tahan,P3,0.223,-1.029,0.169,1.142,-0.109,2.81,-0.366,-1.617,0.711,1.287,0.141,-0.417,1.382,2.2,-0.905,-0.121,-1.615
P31,Agem Kanan,2,Tahan,F7,4.167,-0.563,1.668,-0.517,-5.246,-1.559,4.456,-0.274,3.235,6.048,1.075,-3.396,1.524,2.996,-1.13,-6.454,-1.414
P31,Agem Kanan,2,Tahan,T3,-1.859,-1.023,-4.432,-3.074,-2.237,-1.175,-2.478,-1.642,-1.117,-2.16,-0.781,-1.408,0.14,-0.149,0.033,-0.953,-0.382
P31,Agem Kanan,2,Tahan,Fp2,11.447,1.355,3.854,10.207,0.114,3.961,7.945,-2.148,3.019,7.45,0.798,1.736,1.033,14.526,4.923,2.893,0.714
P31,Agem Kanan,2,Tahan,F4,4.495,1.2,-0.014,2.773,-0.523,1.465,3.463,0.168,2.327,3.613,0.945,-0.579,-0.588,3.311,1.331,-0.774,-0.043
P31,Agem Kanan,2,Tahan,C4,5.092,1.715,2.673,2.964,-0.413,3.911,2.477,-0.9,2.818,1.409,2.057,0.121,0.229,4.867,3.858,1.58,1.109
P31,Agem Kanan,2,Tahan,P4,11.879,2.397,4.444,13.543,4.061,6.308,11.648,2.166,5.31,10.071,3.954,4.492,0.59,6.085,3.059,3.656,1.873
P31,Agem Kanan,2,Tahan,O2,8.684,2.09,3.159,7.852,1.258,5.203,4.902,-1.692,2.038,5.818,3.134,2.427,-0.376,6.397,3.588,2.141,-0.745
P31,Agem Kanan,3,Berdiri,Fp1,-0.272,-2.352,0.038,-1.131,-3.211,1.863,-0.639,-2.719,1.844,-1.513,-1.36,-0.558,0.968,5.058,1.053,0.355,0.83
P31,Agem Kanan,3,Berdiri,F3,0.226,-0.099,-1.73,-3.983,-4.307,-3.24,-0.263,-0.588,0.325,0.379,0.142,-3.352,0.894,1.56,-0.106,-4.355,-0.631
P31,Agem Kanan,3,Berdiri,C3,5.472,0.933,-0.597,3.77,-0.769,0.745,1.323,-3.216,0.148,0.15,1.593,1.541,1.517,9.479,5.341,3.622,1.177
P31,Agem Kanan,3,Berdiri,P3,1.99,-0.254,1.936,-1.255,-3.498,0.413,1.747,-0.497,2.823,1.005,-0.314,-2.795,1.302,4.105,1.109,-2.242,0.771
P31,Agem Kanan,3,Berdiri,O1,-3.264,-2.014,-2.02,-4.97,-3.72,-1.431,-4.235,-2.985,-1.384,-4.215,-1.543,-1.225,1.296,3.48,0.427,-0.833,-0.145
P31,Agem Kanan,3,Berdiri,T3,1.389,0.258,-1.184,-3.495,-4.627,-1.597,-2.291,-3.422,-0.93,-1.699,-0.512,-3.026,0.431,7.912,2.877,-1.828,-0.642
P31,Agem Kanan,3,Berdiri,T5,-3.145,-1.729,-5.043,-4.791,-3.375,-2.931,-3.399,-1.983,-1.279,-3.145,-0.43,-0.89,1.278,-0.366,-0.39,-1.703,-0.347
P31,Agem Kanan,3,Berdiri,Fp2,-0.2,-6.966,-7.793,1.071,-5.695,-5.174,-1.458,-8.224,-6.383,-2.519,-3.01,0.47,0.172,9.002,2.006,3.544,0.987
P31,Agem Kanan,3,Berdiri,F4,-1.522,-3.172,-6.031,-4.084,-5.733,-5.392,-2.947,-4.597,-4.084,-2.394,-2.007,-3.166,-0.685,3.995,0.574,-1.734,-0.624
P31,Agem Kanan,3,Berdiri,C4,0.0,0.458,-2.418,-4.482,-4.024,-3.535,-2.303,-1.846,-1.962,-1.761,0.31,-2.403,1.509,4.231,1.542,-2.753,-0.594
P31,Agem Kanan,3,Berdiri,O2,-3.729,-5.514,-9.253,-4.97,-6.755,-7.619,-3.417,-5.202,-6.281,-3.038,-2.877,-3.581,-0.624,2.086,-1.068,-1.988,-0.469
P31,Agem Kanan,3,Berdiri,F8,-2.278,-0.312,-4.161,-7.563,-5.596,-5.463,-3.948,-1.981,-2.549,-3.904,-0.676,-3.982,1.138,2.724,1.141,-3.73,-0.158
P31,Agem Kanan,3,Berdiri,T4,5.839,-2.859,-4.562,4.1,-4.597,-4.617,3.543,-5.155,-5.44,3.612,-1.636,-1.566,-0.816,11.921,2.675,0.555,0.037
P31,Agem Kanan,3,Gerak,Fp1,-2.507,-0.607,-2.197,-1.589,0.312,1.405,-5.042,-3.141,-2.559,-5.107,1.866,5.529,2.509,0.583,1.965,3.425,-0.085
P31,Agem Kanan,3,Gerak,F3,-4.337,-5.619,-6.293,-0.339,-1.621,0.404,-0.206,-1.488,0.382,1.221,-1.828,3.574,3.484,-2.017,-5.407,-1.538,-1.391
P31,Agem Kanan,3,Gerak,C3,7.628,3.105,1.56,3.892,-0.631,0.867,3.063,-1.46,1.888,2.434,5.385,1.316,0.004,0.337,5.496,1.502,0.7
P31,Agem Kanan,3,Gerak,P3,-1.982,-3.09,-2.036,3.394,2.286,5.062,-1.323,-2.432,-0.247,-0.153,-0.259,7.218,2.718,-1.969,-1.848,3.545,-1.175
P31,Agem Kanan,3,Gerak,O1,-6.469,-4.342,-5.225,-8.153,-6.026,-4.613,-5.243,-3.116,-2.392,-2.917,-1.983,-1.383,1.833,0.713,-3.915,-5.29,-2.413
P31,Agem Kanan,3,Gerak,F7,0.909,0.388,-1.589,1.85,1.329,0.808,-0.69,-1.212,-1.911,-0.475,2.831,5.967,2.148,-1.365,1.326,2.317,-0.229
P31,Agem Kanan,3,Gerak,T3,4.678,2.518,2.105,-2.978,-5.138,-1.08,-0.419,-2.579,0.942,1.092,3.029,-1.049,2.026,5.343,3.721,-4.051,-1.479
P31,Agem Kanan,3,Gerak,T5,-1.995,0.732,-3.894,-6.997,-4.27,-5.137,-4.63,-1.903,-2.51,-1.53,0.138,-2.23,1.51,1.784,-0.656,-5.496,-3.146
P31,Agem Kanan,3,Gerak,Fp2,8.457,1.541,0.864,9.36,2.444,3.115,5.594,-1.323,0.668,2.288,3.955,9.713,4.311,6.086,6.453,7.114,3.373
P31,Agem Kanan,3,Gerak,F4,5.612,-0.194,1.103,3.958,-1.847,2.65,1.283,-4.523,0.146,0.501,1.681,1.36,1.449,9.877,5.173,3.466,0.797
P31,Agem Kanan,3,Gerak,O2,3.582,-0.078,-1.943,6.155,2.495,3.505,1.319,-2.341,-1.545,-0.056,2.929,7.391,1.689,0.975,3.631,6.21,1.373
P31,Agem Kanan,3,Gerak,T4,16.468,2.164,6.067,14.885,0.581,6.168,10.187,-4.116,1.205,8.371,6.902,5.742,4.127,17.442,9.136,6.667,2.063
P31,Agem Kanan,3,Gerak,T6,10.515,0.937,0.463,6.658,-2.92,0.029,4.119,-5.459,-3.021,6.253,0.456,-2.23,-0.356,18.283,5.039,0.52,-1.95
P31,Agem Kanan,3,Naik,Fp1,-7.662,0.707,-7.352,-9.707,-1.338,-6.713,-10.551,-2.181,-8.068,-10.503,-0.428,1.68,3.272,-5.429,1.536,0.604,-0.357
P31,Agem Kanan,3,Naik,C3,0.952,0.895,-5.116,0.279,0.222,-2.746,0.304,0.246,-0.871,0.458,2.297,1.24,-0.371,-9.24,0.552,-0.17,-0.14
P31,Agem Kanan,3,Naik,F7,-3.764,0.72,-6.263,-3.939,0.546,-4.981,-4.154,0.331,-5.374,-3.843,1.076,-0.378,1.052,-5.818,-0.399,-0.166,-0.424
P31,Agem Kanan,3,Naik,C4,-1.566,-0.666,-3.985,-2.819,-1.919,-1.872,-3.978,-3.078,-3.637,-2.864,-1.968,0.018,0.319,5.384,0.942,-0.007,-1.198
P31,Agem Kanan,3,Naik,P4,5.878,2.588,-1.557,3.245,-0.045,-3.99,1.624,-1.666,-4.713,-4.623,8.502,1.769,3.472,-1.362,9.927,7.784,6.112
P31,Agem Kanan,3,Naik,O2,1.816,0.174,-3.709,-0.367,-2.009,-3.017,-1.497,-3.139,-4.362,-0.518,3.047,1.503,-0.623,-3.871,2.269,0.141,-0.995
P31,Agem Kanan,3,Naik,T4,7.779,-0.537,-2.621,5.089,-3.227,-3.628,5.514,-2.802,-3.468,6.264,1.209,0.018,2.013,11.15,2.294,-1.06,-0.565
P31,Agem Kanan,3,Naik,T6,8.023,2.082,-2.03,3.604,-2.337,-3.024,3.245,-2.697,-3.895,3.188,3.517,0.465,0.636,6.462,5.231,0.475,0.15
P31,Agem Kanan,3,Tahan,Fp1,-8.014,-6.474,-7.704,-6.923,-5.383,-3.93,-7.496,-5.956,-5.013,-7.318,-0.23,0.588,-0.24,-9.014,-1.605,0.261,-0.394
P31,Agem Kanan,3,Tahan,C3,-4.221,-6.891,-10.289,-5.534,-8.204,-8.559,-3.76,-6.43,-4.934,-3.891,-3.181,-3.584,-0.312,2.352,-0.813,-1.714,0.017
P31,Agem Kanan,3,Tahan,F7,-8.882,-7.882,-11.381,-5.41,-4.41,-6.452,-4.359,-3.359,-5.58,-4.883,-4.888,-1.678,-0.169,-3.009,-4.606,-0.617,0.379
P31,Agem Kanan,3,Tahan,Fp2,5.06,-5.487,-2.534,4.352,-6.195,-1.893,0.121,-10.425,-4.804,-0.081,-1.31,0.766,0.515,14.801,5.13,4.431,0.2
P31,Agem Kanan,3,Tahan,P4,7.522,-3.559,0.086,3.688,-7.392,-3.547,0.527,-10.554,-5.811,-1.26,-0.178,0.289,1.358,17.551,8.625,4.925,1.749
P31,Agem Kanan,3,Tahan,O2,-3.516,-5.471,-9.041,-4.926,-6.881,-7.576,-4.295,-6.249,-7.16,-5.22,-2.639,-1.261,0.7,3.382,1.056,0.198,0.772
P31,Agem Kanan,3,Tahan,F8,-0.543,2.635,-2.426,-6.126,-2.948,-4.026,-4.056,-0.878,-2.657,-3.801,0.82,-2.263,1.001,3.032,2.786,-2.395,-0.367
P31,Agem Kanan,3,Tahan,T4,8.76,0.459,-1.64,4.156,-4.146,-4.561,5.037,-3.265,-3.946,3.247,2.408,-0.693,2.551,12.922,5.917,0.968,1.886
P31,Agem Kanan,3,Tahan,T6,8.431,2.611,-1.622,0.417,-5.403,-6.212,1.212,-4.608,-5.928,0.988,4.511,-1.838,2.409,7.376,7.566,-0.553,0.253
P31,Agem Kanan,4,Berdiri,T4,10.01,1.12,-0.39,8.932,0.041,0.215,7.51,-1.381,-1.473,7.202,1.57,1.376,-0.1,8.213,3.703,1.862,0.52
P31,Agem Kanan,4,Berdiri,T6,8.493,2.152,-1.559,6.013,-0.328,-0.616,5.389,-0.951,-1.751,5.078,1.893,0.464,0.544,7.696,4.046,1.027,0.461
P31,Agem Kanan,4,Gerak,Fp1,-5.931,-2.764,-5.621,-8.096,-4.93,-5.103,-8.138,-4.971,-5.655,-5.909,-1.199,0.507,3.242,5.942,-0.756,-2.296,-2.403
P31,Agem Kanan,4,Gerak,C3,2.033,-2.827,-4.036,0.086,-4.774,-2.939,0.552,-4.309,-0.623,2.286,0.86,0.809,1.609,3.012,0.031,-2.158,-1.667
P31,Agem Kanan,4,Gerak,F7,-2.326,-0.075,-4.825,-3.642,-1.39,-4.684,-3.755,-1.503,-4.975,-2.94,1.703,2.25,3.248,2.71,0.249,-0.755,-0.901
P31,Agem Kanan,4,Gerak,Fp2,9.541,-1.025,1.947,4.235,-6.331,-2.011,8.35,-2.216,3.424,7.021,0.517,-1.471,3.758,12.216,3.392,-2.658,1.536
P31,Agem Kanan,4,Gerak,C4,4.575,1.745,2.156,1.975,-0.854,2.922,1.984,-0.845,2.325,2.302,3.023,2.391,1.661,2.437,2.559,-0.285,-0.25
P31,Agem Kanan,4,Gerak,P4,0.005,-4.578,-7.431,8.804,4.221,1.569,-0.214,-4.797,-6.551,-1.066,-1.842,9.385,1.334,4.43,0.938,9.85,0.821
P31,Agem Kanan,4,Gerak,O2,6.942,2.254,1.417,2.441,-2.247,-0.209,2.662,-2.025,-0.202,3.424,4.037,0.348,1.851,3.939,3.943,-0.921,-0.661
P31,Agem Kanan,4,Gerak,F8,-4.896,-3.598,-6.779,1.409,2.707,3.509,-3.338,-2.04,-1.94,-3.863,-1.098,6.744,0.483,-6.534,-1.512,5.201,0.411
P31,Agem Kanan,4,Gerak,T4,7.393,-3.042,-3.007,10.802,0.367,2.085,8.466,-1.969,-0.517,2.545,-1.246,5.242,3.871,15.32,5.164,8.303,5.996
P31,Agem Kanan,4,Naik,Fp1,-7.074,-6.001,-6.764,-5.214,-4.141,-2.22,-4.419,-3.346,-1.936,-4.737,-4.007,0.895,3.357,-0.521,-2.926,-0.563,0.178
P31,Agem Kanan,4,Naik,F3,3.884,-0.45,1.928,3.928,-0.406,4.67,3.999,-0.334,4.588,3.287,-0.334,2.315,3.011,11.39,1.005,0.701,0.809
P31,Agem Kanan,4,Naik,P3,1.601,1.043,1.547,-1.416,-1.974,0.252,-1.868,-2.425,-0.791,-1.449,2.33,0.477,3.623,5.995,2.87,0.006,-0.462
P31,Agem Kanan,4,Naik,O1,-5.028,-5.267,-3.785,-1.757,-1.995,1.783,-0.886,-1.124,1.966,-2.143,-2.198,2.494,4.394,4.514,-3.151,0.347,1.194
P31,Agem Kanan,4,Naik,F7,-2.891,-5.163,-5.39,-1.506,-3.778,-2.549,-1.697,-3.968,-2.917,-1.113,-2.038,1.124,2.439,3.917,-1.917,-0.414,-0.617
P31,Agem Kanan,4,Naik,T3,4.618,-1.987,2.046,8.92,2.314,10.818,6.473,-0.132,7.834,6.819,0.986,5.285,2.152,4.181,-1.354,2.226,-0.145
P31,Agem Kanan,4,Naik,T5,-5.36,-2.938,-7.259,-4.782,-2.36,-2.922,-0.505,1.917,1.615,-1.499,0.411,-0.115,3.224,-14.3,-4.047,-3.311,0.95
P31,Agem Kanan,4,Naik,Fp2,13.621,2.728,6.028,12.936,2.042,6.69,9.053,-1.84,4.127,7.147,4.842,3.144,3.127,10.579,7.363,5.92,2.117
P31,Agem Kanan,4,Naik,F4,9.232,2.238,4.723,3.819,-3.175,2.511,9.216,2.222,8.08,6.63,10.389,1.609,2.517,-8.636,3.426,-2.689,2.782
P31,Agem Kanan,4,Naik,C4,7.861,3.221,5.442,1.805,-2.835,2.752,4.431,-0.209,4.772,3.764,5.731,-1.544,0.682,0.927,4.565,-1.89,0.778
P31,Agem Kanan,4,Naik,P4,8.768,2.758,1.333,10.192,4.182,2.957,7.51,1.5,1.172,5.747,2.962,5.241,2.422,5.712,3.736,4.551,1.933
P31,Agem Kanan,4,Naik,O2,2.982,1.024,-2.542,-1.841,-3.8,-4.491,1.393,-0.565,-1.471,2.832,5.267,-2.118,1.944,-4.473,0.502,-4.621,-1.355
P31,Agem Kanan,4,Naik,T4,13.52,3.406,3.12,9.605,-0.509,0.889,8.722,-1.392,-0.261,7.9,8.883,4.046,0.568,1.089,6.601,1.85,1.055
P31,Agem Kanan,4,Tahan,F3,5.865,-1.054,3.909,4.1,-2.819,4.842,4.323,-2.596,4.911,4.699,-1.296,-0.97,1.122,10.195,1.749,-0.513,-0.238
P31,Agem Kanan,4,Tahan,C3,5.054,0.365,-1.015,3.213,-1.476,0.188,5.05,0.361,3.875,4.777,0.753,-0.348,1.072,2.381,0.871,-1.476,0.414
P31,Agem Kanan,4,Tahan,P3,6.18,0.468,6.127,6.359,0.647,8.027,4.65,-1.062,5.727,3.295,0.463,2.333,0.239,4.47,3.295,3.125,1.452
P31,Agem Kanan,4,Tahan,T3,4.316,0.871,1.743,2.939,-0.506,4.837,3.035,-0.41,4.396,4.467,1.69,-0.012,0.692,3.11,0.404,-1.446,-1.3
P31,Agem Kanan,4,Tahan,T5,0.864,-0.259,-1.035,0.166,-0.958,2.026,-0.183,-1.306,1.937,1.157,-0.519,-0.199,0.088,1.586,-0.149,-0.97,-1.306
P31,Agem Kanan,4,Tahan,C4,3.623,-2.124,1.204,3.988,-1.759,4.935,5.772,0.026,6.113,7.403,-1.394,-1.728,0.005,3.457,-2.861,-3.279,-1.412
P31,Agem Kanan,4,Tahan,O2,3.566,-3.996,-1.959,10.579,3.017,7.929,9.306,1.745,6.442,10.008,-0.557,4.249,0.736,-1.041,-5.199,0.754,-0.407
P31,Agem Kiri,1,Berdiri,Fp1,7.436,2.441,7.746,2.382,-2.613,5.376,2.033,-2.962,4.516,1.174,1.593,0.29,1.277,14.851,6.408,1.23,0.894
P31,Agem Kiri,1,Berdiri,C3,6.712,-0.061,0.643,-0.958,-7.731,-3.983,1.179,-5.594,0.005,-1.082,1.548,-1.758,4.157,18.105,7.659,0.104,2.229
P31,Agem Kiri,1,Berdiri,O1,6.817,2.712,8.061,0.133,-3.973,3.672,1.229,-2.877,4.08,1.524,2.361,-0.121,3.157,14.675,5.482,-1.363,-0.251
P31,Agem Kiri,1,Berdiri,F7,7.312,-0.161,4.813,5.743,-1.73,4.701,3.804,-3.668,2.584,2.005,2.01,1.214,2.815,13.423,5.556,3.775,1.859
P31,Agem Kiri,1,Berdiri,T3,4.79,-0.095,2.218,-0.704,-5.59,1.194,-0.089,-4.975,1.272,-2.223,0.722,1.203,4.542,18.443,6.737,1.479,2.069
P31,Agem Kiri,1,Berdiri,Fp2,12.649,3.363,5.056,9.674,0.388,3.429,11.278,1.992,6.352,11.936,5.639,4.441,7.688,15.402,2.196,-2.043,-0.307
P31,Agem Kiri,1,Berdiri,F4,6.429,-1.204,1.919,6.464,-1.168,5.156,9.647,2.015,8.51,11.899,-0.482,0.043,3.877,10.042,-3.992,-5.217,-1.901
P31,Agem Kiri,1,Berdiri,O2,12.8,0.898,7.275,9.531,-2.37,6.881,12.832,0.931,9.968,15.687,1.683,-2.311,3.569,14.222,-0.939,-5.869,-2.393
P31,Agem Kiri,1,Berdiri,T4,14.309,-3.067,3.909,17.454,0.078,8.737,13.778,-3.598,4.796,12.686,-1.87,6.682,2.461,16.191,3.199,5.0,1.466
P31,Agem Kiri,1,Berdiri,T6,11.879,1.008,1.826,5.364,-5.506,-1.265,7.826,-3.045,0.686,8.907,2.556,-5.002,5.334,19.746,4.078,-3.38,-0.819
P31,Agem Kiri,1,Gerak,Fp1,1.431,-0.102,1.741,1.736,0.203,4.729,2.262,0.729,4.745,-1.423,0.969,2.558,1.971,3.79,2.677,3.133,3.643
P31,Agem Kiri,1,Gerak,F3,2.82,0.21,0.865,3.33,0.72,4.073,2.479,-0.132,3.067,1.977,0.859,2.034,1.116,2.942,1.088,1.389,0.56
P31,Agem Kiri,1,Gerak,C3,4.353,-0.179,-1.715,4.751,0.219,1.726,6.218,1.686,5.043,6.019,2.016,2.569,2.314,-0.221,-0.918,-1.157,0.376
P31,Agem Kiri,1,Gerak,P3,6.729,2.493,6.675,5.632,1.396,7.3,2.001,-2.235,3.078,0.605,6.512,6.089,1.198,-0.125,6.199,5.038,1.414
P31,Agem Kiri,1,Gerak,F7,8.257,1.017,5.759,9.152,1.912,8.11,7.929,0.689,6.708,8.236,4.702,4.451,0.925,-0.509,1.044,1.067,-0.065
P31,Agem Kiri,1,Gerak,T3,-0.697,0.208,-3.27,0.862,1.767,2.76,-1.554,-0.649,-0.194,-2.696,0.869,5.186,2.93,0.112,1.664,3.509,1.063
P31,Agem Kiri,1,Gerak,Fp2,12.373,3.51,4.78,9.774,0.911,3.528,9.348,0.485,4.422,5.961,6.262,5.128,2.565,1.54,7.153,3.922,3.563
P31,Agem Kiri,1,Gerak,F4,6.235,3.404,1.725,-0.686,-3.516,-1.994,2.998,0.167,1.861,3.874,6.358,-0.205,2.424,0.267,2.842,-4.489,-0.762
P31,Agem Kiri,1,Gerak,C4,1.702,0.398,-0.717,-0.994,-2.298,-0.047,2.778,1.475,3.119,2.252,1.377,-1.403,3.486,2.495,-0.27,-3.205,0.593
P31,Agem Kiri,1,Gerak,P4,13.429,3.915,5.993,13.14,3.626,5.905,9.741,0.227,3.404,10.038,6.308,5.963,1.146,2.701,4.637,3.285,-0.001
P31,Agem Kiri,1,Gerak,O2,5.739,0.39,0.214,5.032,-0.317,2.383,8.453,3.103,5.588,7.467,2.923,1.25,1.407,-3.157,-0.8,-2.298,1.206
P31,Agem Kiri,1,Gerak,T4,11.955,2.113,1.554,8.754,-1.088,0.037,8.217,-1.625,-0.766,5.343,3.519,2.153,1.481,12.533,7.276,3.509,3.032
